Tên	Diện tích	Mặt tiền	Mức giá	Hướng nhà	Số phòng ngủ	Số toilet	Nội thất	Pháp lý	lat	lon	Địa chỉ	Quận	Thành phố
5 TẦNG MỚI TINH_33M2_MẶT TIỀN 4M_LÔ GÓC 2 THOÁNG_NGÕ 360 XÃ ĐÀN_4.2 TỶ	33	4	4.2	0000	3	4	Nội thất cao cấp	2	21.015865	105.83243	Phố Xã Đàn, Phường Nam Đồng, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
bán nhà mặt đường giải phóng quận thanh xuân hà nội	30	4	6.0	0010	3	3	Nội thất đầy đủ	2	20.994087	105.84073	Đường Giải Phóng, Phường Phương Liệt, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
NHÀ HÀO NAM, ĐỐNG ĐA. 50M RA PHỐ. NGÕ THÔNG. 2 THOÁNG. 65M2. 8.5 TỶ	65	4	8.5	0000	3	2	Nội thất đầy đủ	2	21.02907	105.827515	Hào Nam, Phường Cát Linh, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
BÁN BIỆT THỰ PHỐ YERXANH, QUẬN HAI BÀ; 160 M2, 4 TẦNG, GIÁ 26.5 TỶ.	160	8	26.5	0000	8	4	Nội thất cao cấp	2	21.016191	105.85765	YERSIN, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán nhanh căn hộ 3PN 104m2 giá *** dự án BRG 25 Lê Văn Lương	106	0	7.2	0000	3	2	Nhà trống	0	21.010153	105.798836	25, Lê Văn Lương, Phường Trung Hoà, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán nhà số 50 ngõ 651 Minh Khai, quận Hai Bà Trưng, Hà Nội	60	0	6.5	0000	5	6	Nội thất đầy đủ	2	21.004185	105.86934	50 ngõ 651, Phố Minh Khai, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Bán toà CHDV Nguyễn Trãi, DT 69m2, 8 tầng, 2 mặt thoáng, bán 12.4 tỷ	68	0	12.4	0000	0	0	Nội thất cao cấp	2	20.997889	105.81338	Đường Nguyễn Trãi, Phường Thượng Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Mình cần bán nhà cấp 4	44	0	0.98	0000	2	2	Nội thất đầy đủ	-1	21.018677	105.88481	Ngõ 70 Phố Thạch Cầu Long Biên Hà Nội, Phường Long Biên, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
LÔ GÓC 227m², ĐƯỜNG 2 OTO TRÁNH- VIEW HỒ- TIÊN DƯƠNG ĐÔNG ANH	227	15	14.98	0100	0	0		2	21.153822	105.8349	Quốc Lộ 3, Xã Tiên Dương, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
TÔN ĐỨC THẮNG PHỐ,#ĐỐNG_ĐA_QUẬN  🏘💯💥TRUNG TÂM ĐỐNG ĐA - NHÀ CHỦ TỰ XÂY	35	0	5.2	0000	4	5	Nội thất cao cấp	2	21.018995	105.83004	Phố Tôn Đức Thắng, Phường Hàng Bột, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà Bưu Điện HàĐông 32m 3 tầng,3 ngủ, đẹp lô góc ô tô đỗ gần chỉ 3.2tỷ	32	3	3.2	0000	3	2		2	20.978687	105.7718	vạn phúc, Phường Vạn Phúc, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
Nhà Pháp cổ từ thời xưa. Các Cụ để lại.Nhà mặt chính phố Lê Duẩn.	230	8	138.0	0001	4	0		2	21.028185	105.84154	Đường Lê Duẩn, Phường Cửa Nam, Quận Hoàn Kiếm, Hà Nội	Hoàn Kiếm	Hà Nội
Bán Nhà Trong đê Yên Nghĩa giá chỉ 1,95 tỉ đồng	30	0	1.95	0000	3	3	Nội thất đầy đủ	2	20.954058	105.74098	Đông La, Phường Yên Nghĩa, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
BÁN NHÀ PHÚ ĐÔ 32M2 x 5 TẦNG, 3 NGỦ 3TỶ75 (CÒN THƯƠNG LƯỢNG)	32	0	3.75	0000	3	4	Nội thất đầy đủ	2	21.012556	105.770676	Đường Lê Quang Đạo, Phường Phú Đô, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Thật 100% , Trần duy Hưng , Yên Hoà, Cầu Giấy 40 m2 giá 4.5 tỷ	40	4	4.5	0000	4	4		2	21.021805	105.79087	Trần Duy Hưng, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
CÓ 1-0-2 CĂN  2N2VS CHỈ CÓ 1.800 TR ( FULL  NỘI THẤT ) TẠI VHOP	68	0	1.8	0000	2	2	Nội thất đầy đủ	2	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
BIỆT THỰ LIỀN KỀ TRẦN BÌNH- 105m2x4t- THANG MÁY- AN SINH ĐỈNH- 23.5 tỷ	105	0	23.5	0000	4	0	Nhà trống	2	21.039566	105.77407	Trần Bình, Phường Mai Dịch, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán nhà mới phố Phúc Hoa ngõ ô tô, thiết kế đẹp, khu VIP, gần Ciputra	36	0	5.5	0000	3	0		-1	21.08709	105.81146	Phố Phúc Hoa, Phường Phú Thượng, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
BÁN NHÀ MỖ LAO HÀ ĐÔNG_NHÀ ĐẸP _NHÀ THOÁNG SÁNG_50M_GIÁ :7,5 TỶ	50	4	7.2	0000	4	0		2	20.982548	105.782486	mỗ  lao, Phường Mộ Lao, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
BÁN NHÀ BA ĐÌNH 66m NHÀ ĐẸP BA BƯỚC RA PHỐ NỘI THẤT XỊN XÒ Ở CỰC THÍCH	66	6	10.5	0000	4	0		-1	21.034937	105.82914	Đội Cấn, Phường Đội Cấn, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
Định Công Thượng, Định Công 34m, 5T, gần ô to, ngõ 3 gác, gần chợ, kd.	34	0	3.85	0000	3	0	Nội thất đầy đủ	2	20.983751	105.82318	Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán nhà Trích Sài-Tây Hồ 48M2-GIÁ 6.4 Tỷ-6T-Thang Máy-Lô Góc-2 Thoáng	48	0	6.4	0000	3	5		2	21.056576	105.80989	Phố Trích Sài, Phường Bưởi, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Mặt Phố, Yên Phúc, Kinh doanh, ô tô đỗ, an sinh đỉnh 54m2, chỉ 7,45 tỷ	54	0	7.45	0000	4	0		2	20.965433	105.789406	Yên Phúc, Phường Phúc La, Quận Hà Đông, Hà Nội	Hà Đông	Hà Nội
BÁN NHÀ PHỐ YÊN HOA - OTO - LÔ GÓC - KINH DOANH - DT45M - NHỈNH 6TỶ	45	5	6.0	0000	4	5	Nội thất đầy đủ	2	21.054697	105.83549	Phố Yên Hoa, Phường Yên Phụ, Quận Tây Hồ, Hà Nội	Tây Hồ	Hà Nội
Bán chung cư VP5 Linh Đàm 70m2, 2 ngủ, 2 vs chỉ 1.X tỷ	70	0	1.95	0000	2	2		-1	20.96402	105.83205	Nguyễn Duy Trinh, Phường Hoàng Liệt, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Bán Căn 3PN2WC - Thanh toán 3.828 tỷ nhận nhà ngay tại HC Golden City	82	0	3.83	0000	3	2	Nội thất cao cấp	0	21.03629	105.87395	Bồ Đề, Phường Bồ Đề, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
BÁN NHÀ HỒ BA MẪU, ĐỐNG ĐA, LÔ GÓC, GẦN PHỐ, 75M2 4T MT5M, GIÁ 7.2 TỶ	75	5	7.2	0000	4	5	Nội thất đầy đủ	2	21.01235	105.837105	Hồ Ba Mẫu, Phường Phương Liên, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Nhà Đẹp Văn Cao, Sổ 52m2 4T Chỉ 6,25tỷ_ 30m Oto Tránh Đỗ, Ngõ Rộng 3m	52	4	6.25	0000	3	3	Nội thất cao cấp	2	21.039526	105.815834	Đường Văn Cao, Phường Liễu Giai, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
HOÀNG HOA THÁM-55M2 NHỈNH 5TỶ2-GIÁ RẺ-NHÀ ĐẸP Ở NGAY	55	0	5.2	0000	4	0		-1	21.04584	105.81131	Đường Hoàng Hoa Thám, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
Bán nhà phố Lương Yên. TT Hai Bà Trung. 32m2 x5T. Chỉ 2.85 tỷ sổ đỏ.	32	3	2.85	0000	3	3	Nội thất đầy đủ	2	21.016191	105.85765	Lương yên, Phường Phạm Đình Hổ, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
NHỈNH 2 TỶ - BÁN NHÀ PHÚC LỢI - DT 35M 2 TẦNG - MẶT TIỀN 6M5  ÔTÔ GẦN	35	6	2.28	0000	2	2		2	21.04387	105.92843	Phúc Lợi, Phường Phúc Lợi, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Ngõ oto Kim Ngữu, 5.6 tỷ nhà sát ngõ 5 tầng gần 50m2 6 ngủ	46	0	5.0	0000	6	0		2	21.000416	105.86199	Kim Ngưu, Phường Vĩnh Tuy, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Nhà giáp Trịnh Văn Bô-ô tô đỗ cửa-32m2-2.56 tỷ	32	0	2.56	0000	3	0		2	21.03155	105.75683	Phố Trịnh Văn Bô, Phường Phương Canh, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
Đê Trần Khát Chân 35m2- Nhà mới 5 tầng- mặt tiền 3.6m- 3.25 tỷ .	35	4	3.25	0000	3	4	Nội thất cao cấp	2	21.006922	105.865715	Đê Trần Khát Chân, Phường Thanh Lương, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
NHỈNH 4 TỶ _ KIM MÃ BA ĐÌNH _ 5T X 34M _ Ô TÔ CÁCH 40M_ TRUNG TÂM	34	4	4.29	0000	3	4	Nội thất đầy đủ	2	21.031162	105.81941	Phố Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
Nhà đẹp Cầu Giấy,2 ngoặt, ngõ nông, rộng.	43	0	5.3	0000	4	0	Nội thất đầy đủ	2	21.034706	105.79234	cầu giấy, Phường Dịch Vọng, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Cực Đẹp ! Nhà Khâm Thiên- 10m ra Mặt Phố , 34m*4T Ở ngay .	34	3	5.2	0000	4	3	Nhà trống	2	21.019148	105.835815	Phố Khâm Thiên, Phường Khâm Thiên, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Chính chủ bán 90m dự án LK Đại Kim Định Công mở rộng	90	5	4.8	0000	0	0		0	20.975584	105.814926	Đường vành đai 2,5, Phường Đại Kim, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
BÁN NHÀ PHÂN LÔ PHỐ LÊ TRỌNG TẤN. TRƯỜNG CHINH	45	35	5.85	0000	4	4	Nội thất cao cấp	2	20.996315	105.8305	Lê Trọng Tấn, Phường Khương Mai, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
⭐️CHỈ 2.9 TỶ SỞ HỮU NGAY 40m2 QUẬN HOÀNGMAI, NHÀ CÒN MỚI, ĐỦ CÔNG NĂNG	40	0	2.9	0000	3	0		-1	20.982286	105.886696	Phố Nam Dư, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
NHÀ PHỐ HỒ ĐẮC DI ! Kinh doanh đỉnh, view hồ, ngõ thông, 35m*5T	35	3	13.2	0000	4	4		2	21.014357	105.83123	Hồ Đắc Di, Phường Nam Đồng, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Bán đất đấu giá gần Thôn 3, vạn phúc, thanh trì, hà nội	40	4	2.56	0000	0	0		2	20.918507	105.902435	Thanh Niên, Xã Vạn Phúc, Huyện Thanh Trì, Hà Nội	Thanh Trì	Hà Nội
6.1 TỶ _ ĐỘI NHÂN BA ĐÌNH _4T X 55M _ NGÕ THÔNG _ Ô TÔ CÁCH 20M	55	4	6.1	0000	4	4	Nội thất đầy đủ	2	21.041014	105.8122	Phố Đội Nhân, Phường Vĩnh Phúc, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
3.9TỶ 40m2 Kim Mã_ GẦN NGỌC KHÁNH_ GẦN PHỐ_ DÂN TRÍ CAO_ AN NINH TỐT	40	0	3.9	0000	3	3	Nội thất đầy đủ	2	21.04002	105.81601	Phố Kim Mã, Phường Kim Mã, Quận Ba Đình, Hà Nội	Ba Đình	Hà Nội
Biệt thự Phân Lô ngõ 13 Lĩnh Nam, Hoàng Mai 50m 5T MT5.8m 8.5 tỷ	50	5	8.5	0110	4	5	Nội thất đầy đủ	2	20.977001	105.89656	13, Lĩnh Nam, Phường Lĩnh Nam, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Chỉ với 1.9 tỷ ĐỂ SỞ HỮU CĂN 2PN+1/2VS, KHU TRUNG TÂM tại Vinhomes OCP	70	0	1.9	0000	2	1	Nhà trống	2	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
Bán nhà 48m2 x 7 tầng, ô tô vào nhà, kinh doanh, văp phòng.	48	12	5.5	0110	5	5	Nội thất cao cấp	2	21.119663	105.81535	Ngọc Chi, Xã Vĩnh Ngọc, Huyện Đông Anh, Hà Nội	Đông Anh	Hà Nội
Chính chủ gửi bán nhà Kim Ngưu , 64m2 , 5 tỷ , Ngõ xe ba gác , gần phố	64	5	5.0	0000	3	0	Nhà trống	2	21.007204	105.860855	Phố Kim Ngưu, Phường Thanh Nhàn, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
Hiếm có 102 nhà lke kim giang Hoàng đạo thành,Thang máy	35	4	6.3	1100	3	4	Nội thất cao cấp	2	20.984152	105.81362	80, Hoàng Đạo Thành, Phường Kim Giang, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
tôi bán nhà trung tâm đống đa 15m*6 tầng,30m ra phố, giá hơn 1 tỷ xíu	16	0	1.75	0000	3	2		2	21.02925	105.82878	Phố Cát Linh, Phường Cát Linh, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Quá hời. Nguyễn Chí Thanh 45m. MT5 m, ngõ nông chỉ 5,4 tỷ	45	5	5.4	0000	4	4		2	21.02252	105.80985	Đường Nguyễn Chí Thanh, Phường Láng Hạ, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
Đẹp đẳng cấp - Bán Biệt thự sân vườn Tư Đình, Long Biên - 180m x4T	180	6	17.0	0000	5	0		2	21.028934	105.88394	Phố Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
TÒA CCMN 9 TẦNG, 23 PHÒNG TẠI LÊ ĐỨC THỌ, 100TR/TH, SỔ ĐẸP, 11.68 TỶ	60	0	11.68	0000	0	0	Nội thất cao cấp	2	21.027958	105.7718	LÊ ĐỨC THỌ, Phường Mỹ Đình 2, Quận Nam Từ Liêm, Hà Nội	Nam Từ Liêm	Hà Nội
LÔ GÓC 4 MẶT THOÁNG - Ô TÔ TRÁNH NGÕ THÔNG - MẶT TIỀN KHỦNG.	50	0	15.0	0000	4	0		2	21.028934	105.88394	Phố Tư Đình, Phường Long Biên, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
Bán nhà Khương Đình, 2 thoáng trước sau, 42/47m2 5 Tầng nhỉnh 5 tỷ.	42	3	5.2	0000	4	2	Nội thất đầy đủ	2	20.988735	105.818756	Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
BÁN NHÀ LÁNG 38m2x5 tầng-  NGÕ THÔNG- KINH DOANH  NHÀ CỰC ĐẸP-5 TẦNG 6	35	4	4.65	0000	5	4	Nội thất đầy đủ	2	21.0183	105.80287	Đường Láng, Phường Láng Thượng, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
NHÀ ĐẸP NHƯ KHÁCH SẠN 5* - FULL NỘI THẤT - MẶT TIỀN SIÊU RỘNG	36	12	4.98	0000	2	2		-1	20.99715	105.82169	Khương Trung, Phường Khương Trung, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
KHƯƠNG ĐÌNH - THANH XUÂN - NHÀ GẦN PHỐ, NGÕ ĐẸP - SÁT BÃI GỬI Ô TÔ - N	63	0	7.2	0000	4	4	Nội thất đầy đủ	2	20.988735	105.818756	Khương Đình, Phường Khương Đình, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Bán nhà riêng chính chủ tại Khu Tập Thể 918, Dãy B2 B3	60	0	9.5	1100	3	2	Nhà trống	2	21.040733	105.89656	28 B3, Tổ 7, Khu B2 B3, Đường Nguyễn Văn Linh, Phường Phúc Đồng, Quận Long Biên, Hà Nội	Long Biên	Hà Nội
CHÍNH CHỦ CẦN BÁN GIÁ RẺ 173MHẠ BẰNG  GIÁ NHÔ 2 TỶ	173	0	2.42	0000	0	0		2	20.99055	105.54954	Đại Lộ Thăng Long, Xã Hạ Bằng, Huyện Thạch Thất, Hà Nội	Thạch Thất	Hà Nội
BÁN NHÀ HẠ YÊN QUYẾT 48M2-5T-Hơn 5 TỶ-30M RA MẶT PHỐ-NGÕ NÔNG THẲNG	48	0	5.98	0000	5	4	Nội thất cao cấp	-1	21.021805	105.79087	Hạ Yên Quyết, Phường Yên Hoà, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
Bán nhà thiết kế đẹp hiện đại, 8 tầng thang máy, Cù Chính Lan, 14.3 tỷ	45	3	14.3	0000	5	5	Nội thất cao cấp	2	20.996315	105.8305	Cù Chính Lan, Phường Khương Mai, Quận Thanh Xuân, Hà Nội	Thanh Xuân	Hà Nội
Cực rẻ! Căn góc Hào Nam, ngõ thông, mới, thoáng, ở ngay, 36*4T, 4.8 tỷ	36	0	4.8	0000	3	3	Nội thất đầy đủ	-1	21.020054	105.82462	Phố Hào Nam, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội	Đống Đa	Hà Nội
BAN NHÀ PHÂN LÔ XUÂN THỦY 35M, NGÕ Ô TÔ KINH DOANH	35	0	8.2	0000	3	4		2	21.033953	105.785	xuân thủy, Phường Dịch Vọng Hậu, Quận Cầu Giấy, Hà Nội	Cầu Giấy	Hà Nội
NHÀ ĐẸP Ở NGAY CĂN 2N2VS GIÁ CHỈ 1.850 TR ( FULL NỘI THẤT ) TẠI VHOP	68	0	1.85	0000	2	2	Nội thất cao cấp	2	21.02097	105.93817	Yên Viên, Thị trấn Trâu Quỳ, Huyện Gia Lâm, Hà Nội	Gia Lâm	Hà Nội
NGÕ THÔNG - 3 GÁC ĐỖ CỬA - NHÀ ĐẸP -  GẦN  PHỐ - FULL 100% NỘI THẤT.	33	4	3.85	0000	3	0	Nội thất đầy đủ	-1	20.980513	105.844765	hoang mai, Phường Giáp Bát, Quận Hoàng Mai, Hà Nội	Hoàng Mai	Hà Nội
Nhà Mới 6 tầng-4vs- pk rộng, full nội thât 35m2-ngõ 637 thông các ngả	35	0	4.6	0000	3	4	Nội thất cao cấp	2	20.991957	105.849304	ngõ 637 trương định, Đường Trương Định, Phường Trương Định, Quận Hai Bà Trưng, Hà Nội	Hai Bà Trưng	Hà Nội
